CIE9;LITERAL9
9491;QUEMADURA SIN ESPECIFICACION ERITEMA (1.GRADO)
9491;QUEMADURA SIN ESPECIFICACION ERITEMA (1.GRADO)
9491;QUEMADURA SIN ESPECIFICACION ERITEMA (1.GRADO)
9491;QUEMADURA SIN ESPECIFICACION ERITEMA (1.GRADO)
9491;QUEMADURA SIN ESPECIFICACION ERITEMA (1.GRADO)
9492;QUEMADURA SIN ESPECIFICACION FLICTENAS,AMPOLLAS (2.GRADO)
9492;QUEMADURA SIN ESPECIFICACION FLICTENAS,AMPOLLAS (2.GRADO)
9492;QUEMADURA SIN ESPECIFICACION FLICTENAS,AMPOLLAS (2.GRADO)
9492;QUEMADURA SIN ESPECIFICACION FLICTENAS,AMPOLLAS (2.GRADO)
9492;QUEMADURA SIN ESPECIFICACION FLICTENAS,AMPOLLAS (2.GRADO)
9493;QUEMADURA SIN ESPECIFICACION PERDIDA EPIDER.,DERMIS(3.GRAD)
9493;QUEMADURA SIN ESPECIFICACION PERDIDA EPIDER.,DERMIS(3.GRAD)
9493;QUEMADURA SIN ESPECIFICACION PERDIDA EPIDER.,DERMIS(3.GRAD)
9493;QUEMADURA SIN ESPECIFICACION PERDIDA EPIDER.,DERMIS(3.GRAD)
9493;QUEMADURA SIN ESPECIFICACION PERDIDA EPIDER.,DERMIS(3.GRAD)
9494;QUEMADURA SIN ESPECIFICACION NECROSIS PROFUNDA(3.GRADO PROF)
9494;QUEMADURA SIN ESPECIFICACION NECROSIS PROFUNDA(3.GRADO PROF)
9494;QUEMADURA SIN ESPECIFICACION NECROSIS PROFUNDA(3.GRADO PROF)
9494;QUEMADURA SIN ESPECIFICACION NECROSIS PROFUNDA(3.GRADO PROF)
9494;QUEMADURA SIN ESPECIFICACION NECROSIS PROFUNDA(3.GRADO PROF)
9500;TRAUMATISMO DEL NERVIO OPTICO
9501;QUIASMA OPTICO
9502;TRAUMATISMO DE LAS VIAS OPTICAS
9503;TRAUMATISMO DE LA CORTEZA CEREBRAL VISUAL
9509;TRAUMA.DE NERVIO OPT.Y VIAS OPT.SIN ESPEC.(CEGUERA TRAUMA.)
9509;TRAUMA.DE NERVIO OPT.Y VIAS OPT.SIN ESPEC.(CEGUERA TRAUMA.)
9509;TRAUMA.DE NERVIO OPT.Y VIAS OPT.SIN ESPEC.(CEGUERA TRAUMA.)
9510;TRAUMATISMO DE OTROS NERVIOS CRANEALES: MOTOR OCULAR COMUN
9511;TRAUMATISMO DE OTROS NERVIOS CRANEALES: PATETICO
9512;TRAUMATISMO DE OTROS NERVIOS CRANEALES: TRIGEMINO
9513;TRAUMATISMO DE OTROS NERVIOS CRANEALES: MOTOR OCULAR EXTERNO
9514;TRAUMATISMO DE OTROS NERVIOS CRANEALES: FACIAL
9515;TRAUMATISMO DE OTROS NERVIOS CRANEALES: AUDITIVO
9515;TRAUMATISMO DE OTROS NERVIOS CRANEALES: AUDITIVO
9515;TRAUMATISMO DE OTROS NERVIOS CRANEALES: AUDITIVO
9516;TRAUMATISMO DE OTROS NERVIOS CRANEALES: ESPINAL
9517;TRAUMATISMO DE OTROS NERVIOS CRANEALES: HIPOGLOSO
9518;TRAUMATISMO DE OTROS NERVIOS CRANEALES ESPECIFICADOS
9519;TRAUMATISMO DE OTROS NERVIOS CRANEALES SIN ESPECIFICACION
9520;LESION MEDULA ESPILNAL S.TRAUMA VERTEBRAL: CERVICAL
9520;LESION MEDULA ESPILNAL S.TRAUMA VERTEBRAL: CERVICAL
9520;LESION MEDULA ESPILNAL S.TRAUMA VERTEBRAL: CERVICAL
9521;LESION MEDULA ESPILNAL S.TRAUMA VERTEBRAL: DORSAL, TORACICA
9521;LESION MEDULA ESPILNAL S.TRAUMA VERTEBRAL: DORSAL, TORACICA
9522;LESION MEDULA ESPILNAL S.TRAUMA VERTEBRAL: LUMBAR
9522;LESION MEDULA ESPILNAL S.TRAUMA VERTEBRAL: LUMBAR
9522;LESION MEDULA ESPILNAL S.TRAUMA VERTEBRAL: LUMBAR
9523;LESION MEDULA ESPILNAL S.TRAUMA VERTEBRAL: SACRA
9523;LESION MEDULA ESPILNAL S.TRAUMA VERTEBRAL: SACRA
9524;LESION MEDULA ESPILNAL S.TRAUMA VERTEBRAL: COLA DE CABALLO
9528;LESION MEDULA ESPILNAL S.TRAUMA VERTEBRAL: SITIOS MULTIPLES
9529;LESION MEDULA ESPILNAL S.TRAUMA VERTEBRAL SIN ESPECIFICACION
9530;TRAUMA.RAICES NERV.Y PLEXO RAQUIDEO: RAIZ CERVICAL
9531;TRAUMA.RAICES NERV.Y PLEXO RAQUIDEO: RAIZ DORSAL
9532;TRAUMA.RAICES NERV.Y PLEXO RAQUIDEO: RAIZ LUMBAR
9533;TRAUMA.RAICES NERV.Y PLEXO RAQUIDEO: RAIZ SACRA
9534;TRAUMA.RAICES NERV.Y PLEXO RAQUIDEO: PLEXO BRAQUIAL
9535;TRAUMA.RAICES NERV.Y PLEXO RAQUIDEO: PLEXO LUMBOSACRO
9538;TRAUMA.RAICES NERV.Y PLEXO RAQUIDEO: SITIOS MULTIPLES
9539;TRAUMA.RAICES NERV.Y PLEXO RAQUIDEO SIN ESPECIFICACION
9540;TRAUMATISMO OTROS NERVIOS TRONCO: SIMPATICO CERVICAL
9541;TRAUMATISMO OTROS NERVIOS TRONCO: SIMPATICO DE OTRA REGION
9541;TRAUMATISMO OTROS NERVIOS TRONCO: SIMPATICO DE OTRA REGION
9548;TRAUMATISMO OTROS NERVIOS TRONCO
9548;TRAUMATISMO OTROS NERVIOS TRONCO
9548;TRAUMATISMO OTROS NERVIOS TRONCO
9548;TRAUMATISMO OTROS NERVIOS TRONCO
9549;TRAUMATISMO OTROS NERVIOS TRONCO SIN ESPECIFICACION
9550;TRAUMA.NERV.PERIF.C.ESCAPURAR Y MI.SUP.:CIRCUNFLEJO (AXILAR)
9551;TRAUMA.NERV.PERIF.C.ESCAPURAR Y MI.SUP.:NERVIO MEDIANO
9551;TRAUMA.NERV.PERIF.C.ESCAPURAR Y MI.SUP.:NERVIO MEDIANO
9551;TRAUMA.NERV.PERIF.C.ESCAPURAR Y MI.SUP.:NERVIO MEDIANO
9552;TRAUMA.NERV.PERIF.C.ESCAPURAR Y MI.SUP.:NERVIO CUBITAL
9552;TRAUMA.NERV.PERIF.C.ESCAPURAR Y MI.SUP.:NERVIO CUBITAL
9553;TRAUMA.NERV.PERIF.C.ESCAPURAR Y MI.SUP.:NERVIO RADIAL
9553;TRAUMA.NERV.PERIF.C.ESCAPURAR Y MI.SUP.:NERVIO RADIAL
9553;TRAUMA.NERV.PERIF.C.ESCAPURAR Y MI.SUP.:NERVIO RADIAL
9554;TRAUMA.NERV.PERIF.C.ESCAPURAR Y MI.SUP.:NER.MUSCULOCUTANEO
9555;TRAUMA.NERV.PERIF.C.ESCAPURAR Y MI.SUP.:NERV.SENSORIAL CUTAN
9555;TRAUMA.NERV.PERIF.C.ESCAPURAR Y MI.SUP.:NERV.SENSORIAL CUTAN
9556;TRAUMA.NERV.PERIF.C.ESCAPURAR Y MI.SUP.:NERV.DIGITAL MANO
9556;TRAUMA.NERV.PERIF.C.ESCAPURAR Y MI.SUP.:NERV.DIGITAL MANO
9557;TRAUMA.NERV.PERIF.C.ESCAPURAR Y MI.SUP.:OTROS ESPECIFICADOS
9557;TRAUMA.NERV.PERIF.C.ESCAPURAR Y MI.SUP.:OTROS ESPECIFICADOS
9557;TRAUMA.NERV.PERIF.C.ESCAPURAR Y MI.SUP.:OTROS ESPECIFICADOS
9557;TRAUMA.NERV.PERIF.C.ESCAPURAR Y MI.SUP.:OTROS ESPECIFICADOS
9558;TRAUMA.NERV.PERIF.C.ESCAPURAR Y MI.SUP.:MULTIPLES NERVIOS
9558;TRAUMA.NERV.PERIF.C.ESCAPURAR Y MI.SUP.:MULTIPLES NERVIOS
9558;TRAUMA.NERV.PERIF.C.ESCAPURAR Y MI.SUP.:MULTIPLES NERVIOS
9559;TRAUMA.NERV.PERIF.C.ESCAPURAR Y MI.SUP.SIN ESPECIFICACION
9559;TRAUMA.NERV.PERIF.C.ESCAPURAR Y MI.SUP.SIN ESPECIFICACION
9559;TRAUMA.NERV.PERIF.C.ESCAPURAR Y MI.SUP.SIN ESPECIFICACION
9559;TRAUMA.NERV.PERIF.C.ESCAPURAR Y MI.SUP.SIN ESPECIFICACION
9560;TRAUMA.NERV.PERIF.C.ESCAPULAR Y MI.INF:NERVIO CIATICO
9560;TRAUMA.NERV.PERIF.C.ESCAPULAR Y MI.INF:NERVIO CIATICO
9561;TRAUMA.NERV.PERIF.C.ESCAPULAR Y MI.INF:N.CRURAL (FEMORAL)
9562;TRAUMA.NERV.PERIF.C.ESCAPULAR Y MI.INF:N.CIATICO POPLITEO IN
9563;TRAUMA.NERV.PERIF.C.ESCAPULAR Y MI.INF:N.CIATICO POPLITEO EX
9563;TRAUMA.NERV.PERIF.C.ESCAPULAR Y MI.INF:N.CIATICO POPLITEO EX
9564;TRAUMA.NERV.PERIF.C.ESCAPULAR Y MI.INF:N.SENSORIAL CUTANEO
9564;TRAUMA.NERV.PERIF.C.ESCAPULAR Y MI.INF:N.SENSORIAL CUTANEO
9564;TRAUMA.NERV.PERIF.C.ESCAPULAR Y MI.INF:N.SENSORIAL CUTANEO
9566;TRAUMA.NERV.PERIF.C.ESCAPULAR Y MI.INFO.NERV.ESPECIFICADOS
9566;TRAUMA.NERV.PERIF.C.ESCAPULAR Y MI.INFO.NERV.ESPECIFICADOS
9566;TRAUMA.NERV.PERIF.C.ESCAPULAR Y MI.INFO.NERV.ESPECIFICADOS
9566;TRAUMA.NERV.PERIF.C.ESCAPULAR Y MI.INFO.NERV.ESPECIFICADOS
9566;TRAUMA.NERV.PERIF.C.ESCAPULAR Y MI.INFO.NERV.ESPECIFICADOS
9566;TRAUMA.NERV.PERIF.C.ESCAPULAR Y MI.INFO.NERV.ESPECIFICADOS
9566;TRAUMA.NERV.PERIF.C.ESCAPULAR Y MI.INFO.NERV.ESPECIFICADOS
9566;TRAUMA.NERV.PERIF.C.ESCAPULAR Y MI.INFO.NERV.ESPECIFICADOS
9568;TRAUMA.NERV.PERIF.C.ESCAPULAR Y MI.INF:MULTIPLES NERVIOS
9568;TRAUMA.NERV.PERIF.C.ESCAPULAR Y MI.INF:MULTIPLES NERVIOS
9568;TRAUMA.NERV.PERIF.C.ESCAPULAR Y MI.INF:MULTIPLES NERVIOS
9569;TRAUMA.NERV.PERIF.C.ESCAPULAR Y MI.INF SIN ESPECIFICACION
9569;TRAUMA.NERV.PERIF.C.ESCAPULAR Y MI.INF SIN ESPECIFICACION
9569;TRAUMA.NERV.PERIF.C.ESCAPULAR Y MI.INF SIN ESPECIFICACION
9569;TRAUMA.NERV.PERIF.C.ESCAPULAR Y MI.INF SIN ESPECIFICACION
9570;TRAUMATISMO DE NERVIOS SUPERFICIALES DE CABEZA Y CUELLO
9570;TRAUMATISMO DE NERVIOS SUPERFICIALES DE CABEZA Y CUELLO
9571;TRAUMATISMO DE OTROS NERVIOS ESPECIFICADOS
9571;TRAUMATISMO DE OTROS NERVIOS ESPECIFICADOS
9578;TRAUMATISMO DE MULTIPLES NERVIOS EN PARTES MULTIPLES
9579;TRAUMATISMO DE OTROS NERVIOS SIN ESPECIFICACION
9579;TRAUMATISMO DE OTROS NERVIOS SIN ESPECIFICACION
9580;EMBOLIA GASEOSA
9580;EMBOLIA GASEOSA
9581;EMBOLIA GRASOSA
9582;HEMORRAGIA SECUNDARIA Y RECIDIVANTE
9583;INFECCION POSTRAUMATICA DE HERIDA NO CLASIFICADA EN O.PARTE
9584;CHOQUE TRAUMATICO
9585;ANURIA TRAUMATICA
9586;CONTRACTURA ISQUEMICA DE VOLKMANN
9587;ENFISEMA SUBCUTANEO TRAUMATICO
9588;OTRAS COMPLICACIONES PRECOCES DE LOS TRAUMATISMOS
9588;OTRAS COMPLICACIONES PRECOCES DE LOS TRAUMATISMOS
9588;OTRAS COMPLICACIONES PRECOCES DE LOS TRAUMATISMOS
9588;OTRAS COMPLICACIONES PRECOCES DE LOS TRAUMATISMOS
9590;TRAUMATISMO DE CARA Y CUELLO
9590;TRAUMATISMO DE CARA Y CUELLO
9590;TRAUMATISMO DE CARA Y CUELLO
9590;TRAUMATISMO DE CARA Y CUELLO
9590;TRAUMATISMO DE CARA Y CUELLO
9590;TRAUMATISMO DE CARA Y CUELLO
9590;TRAUMATISMO DE CARA Y CUELLO
9591;TRAUMATISMO DEL TRONCO
9591;TRAUMATISMO DEL TRONCO
9591;TRAUMATISMO DEL TRONCO
9591;TRAUMATISMO DEL TRONCO
9591;TRAUMATISMO DEL TRONCO
9591;TRAUMATISMO DEL TRONCO
9591;TRAUMATISMO DEL TRONCO
9591;TRAUMATISMO DEL TRONCO
9591;TRAUMATISMO DEL TRONCO
9592;TRAUMATISMO DEL HOMBRO Y DEL BRAZO
9592;TRAUMATISMO DEL HOMBRO Y DEL BRAZO
9592;TRAUMATISMO DEL HOMBRO Y DEL BRAZO
9592;TRAUMATISMO DEL HOMBRO Y DEL BRAZO
9592;TRAUMATISMO DEL HOMBRO Y DEL BRAZO
9592;TRAUMATISMO DEL HOMBRO Y DEL BRAZO
9592;TRAUMATISMO DEL HOMBRO Y DEL BRAZO
9592;TRAUMATISMO DEL HOMBRO Y DEL BRAZO
9592;TRAUMATISMO DEL HOMBRO Y DEL BRAZO
9592;TRAUMATISMO DEL HOMBRO Y DEL BRAZO
9593;TRAUMATISMO DEL CODO, ANTEBRAZO Y MU/ECA
9593;TRAUMATISMO DEL CODO, ANTEBRAZO Y MU/ECA
9593;TRAUMATISMO DEL CODO, ANTEBRAZO Y MU/ECA
9593;TRAUMATISMO DEL CODO, ANTEBRAZO Y MU/ECA
9593;TRAUMATISMO DEL CODO, ANTEBRAZO Y MU/ECA
9593;TRAUMATISMO DEL CODO, ANTEBRAZO Y MU/ECA
9593;TRAUMATISMO DEL CODO, ANTEBRAZO Y MU/ECA
9593;TRAUMATISMO DEL CODO, ANTEBRAZO Y MU/ECA
9593;TRAUMATISMO DEL CODO, ANTEBRAZO Y MU/ECA
9593;TRAUMATISMO DEL CODO, ANTEBRAZO Y MU/ECA
9593;TRAUMATISMO DEL CODO, ANTEBRAZO Y MU/ECA
9593;TRAUMATISMO DEL CODO, ANTEBRAZO Y MU/ECA
9593;TRAUMATISMO DEL CODO, ANTEBRAZO Y MU/ECA
9593;TRAUMATISMO DEL CODO, ANTEBRAZO Y MU/ECA
9593;TRAUMATISMO DEL CODO, ANTEBRAZO Y MU/ECA
9594;TRAUMATISMO DE LA MANO, EXCEPTO DE LOS DEDOS
9594;TRAUMATISMO DE LA MANO, EXCEPTO DE LOS DEDOS
9594;TRAUMATISMO DE LA MANO, EXCEPTO DE LOS DEDOS
9594;TRAUMATISMO DE LA MANO, EXCEPTO DE LOS DEDOS
9595;TRAUMATISMO DEL DEDO DE LA MANO
9596;TRAUMATISMO DE LA CADERA Y MUSLO
9596;TRAUMATISMO DE LA CADERA Y MUSLO
9596;TRAUMATISMO DE LA CADERA Y MUSLO
9596;TRAUMATISMO DE LA CADERA Y MUSLO
9596;TRAUMATISMO DE LA CADERA Y MUSLO
9596;TRAUMATISMO DE LA CADERA Y MUSLO
9596;TRAUMATISMO DE LA CADERA Y MUSLO
9596;TRAUMATISMO DE LA CADERA Y MUSLO
9596;TRAUMATISMO DE LA CADERA Y MUSLO
9597;TRAUMATISMO DE LA RODILLA, PIERNA, TOBILLO Y PIE
9597;TRAUMATISMO DE LA RODILLA, PIERNA, TOBILLO Y PIE
9597;TRAUMATISMO DE LA RODILLA, PIERNA, TOBILLO Y PIE
9597;TRAUMATISMO DE LA RODILLA, PIERNA, TOBILLO Y PIE
9597;TRAUMATISMO DE LA RODILLA, PIERNA, TOBILLO Y PIE
9597;TRAUMATISMO DE LA RODILLA, PIERNA, TOBILLO Y PIE
9597;TRAUMATISMO DE LA RODILLA, PIERNA, TOBILLO Y PIE
9597;TRAUMATISMO DE LA RODILLA, PIERNA, TOBILLO Y PIE
9597;TRAUMATISMO DE LA RODILLA, PIERNA, TOBILLO Y PIE
9597;TRAUMATISMO DE LA RODILLA, PIERNA, TOBILLO Y PIE
9597;TRAUMATISMO DE LA RODILLA, PIERNA, TOBILLO Y PIE
9597;TRAUMATISMO DE LA RODILLA, PIERNA, TOBILLO Y PIE
9597;TRAUMATISMO DE LA RODILLA, PIERNA, TOBILLO Y PIE
9597;TRAUMATISMO DE LA RODILLA, PIERNA, TOBILLO Y PIE
9597;TRAUMATISMO DE LA RODILLA, PIERNA, TOBILLO Y PIE
9597;TRAUMATISMO DE LA RODILLA, PIERNA, TOBILLO Y PIE
9597;TRAUMATISMO DE LA RODILLA, PIERNA, TOBILLO Y PIE
9597;TRAUMATISMO DE LA RODILLA, PIERNA, TOBILLO Y PIE
9597;TRAUMATISMO DE LA RODILLA, PIERNA, TOBILLO Y PIE
9597;TRAUMATISMO DE LA RODILLA, PIERNA, TOBILLO Y PIE
9597;TRAUMATISMO DE LA RODILLA, PIERNA, TOBILLO Y PIE
9598;TRAUMATISMO DE OTROS SITIOS ESPECIFICADOS Y MULTIPLES
9598;TRAUMATISMO DE OTROS SITIOS ESPECIFICADOS Y MULTIPLES
9598;TRAUMATISMO DE OTROS SITIOS ESPECIFICADOS Y MULTIPLES
9598;TRAUMATISMO DE OTROS SITIOS ESPECIFICADOS Y MULTIPLES
9598;TRAUMATISMO DE OTROS SITIOS ESPECIFICADOS Y MULTIPLES
9598;TRAUMATISMO DE OTROS SITIOS ESPECIFICADOS Y MULTIPLES
9598;TRAUMATISMO DE OTROS SITIOS ESPECIFICADOS Y MULTIPLES
9598;TRAUMATISMO DE OTROS SITIOS ESPECIFICADOS Y MULTIPLES
9598;TRAUMATISMO DE OTROS SITIOS ESPECIFICADOS Y MULTIPLES
9598;TRAUMATISMO DE OTROS SITIOS ESPECIFICADOS Y MULTIPLES
9598;TRAUMATISMO DE OTROS SITIOS ESPECIFICADOS Y MULTIPLES
9598;TRAUMATISMO DE OTROS SITIOS ESPECIFICADOS Y MULTIPLES
9598;TRAUMATISMO DE OTROS SITIOS ESPECIFICADOS Y MULTIPLES
9598;TRAUMATISMO DE OTROS SITIOS ESPECIFICADOS Y MULTIPLES
9598;TRAUMATISMO DE OTROS SITIOS ESPECIFICADOS Y MULTIPLES
9598;TRAUMATISMO DE OTROS SITIOS ESPECIFICADOS Y MULTIPLES
9598;TRAUMATISMO DE OTROS SITIOS ESPECIFICADOS Y MULTIPLES
9598;TRAUMATISMO DE OTROS SITIOS ESPECIFICADOS Y MULTIPLES
9598;TRAUMATISMO DE OTROS SITIOS ESPECIFICADOS Y MULTIPLES
9598;TRAUMATISMO DE OTROS SITIOS ESPECIFICADOS Y MULTIPLES
9598;TRAUMATISMO DE OTROS SITIOS ESPECIFICADOS Y MULTIPLES
9598;TRAUMATISMO DE OTROS SITIOS ESPECIFICADOS Y MULTIPLES
9599;TRAUMATISMO DE SITIO NO ESPECIFICADO
9599;TRAUMATISMO DE SITIO NO ESPECIFICADO
9599;TRAUMATISMO DE SITIO NO ESPECIFICADO
9599;TRAUMATISMO DE SITIO NO ESPECIFICADO
9599;TRAUMATISMO DE SITIO NO ESPECIFICADO
9599;TRAUMATISMO DE SITIO NO ESPECIFICADO
9599;TRAUMATISMO DE SITIO NO ESPECIFICADO
9599;TRAUMATISMO DE SITIO NO ESPECIFICADO
9600;ENVENENAMIENTO POR PENICILINAS
9601;ENVENENAMIENTO POR ANTIMICOTICOS
9601;ENVENENAMIENTO POR ANTIMICOTICOS
9602;ENVENENAMIENTO POR CORANFENICOL,TIAFENICOL
9603;ENVENENAMIENTO POR ERITROMICINA Y OTROS MACROLIDOS
9603;ENVENENAMIENTO POR ERITROMICINA Y OTROS MACROLIDOS
9603;ENVENENAMIENTO POR ERITROMICINA Y OTROS MACROLIDOS
9603;ENVENENAMIENTO POR ERITROMICINA Y OTROS MACROLIDOS
9603;ENVENENAMIENTO POR ERITROMICINA Y OTROS MACROLIDOS
9604;ENVENENAMIENTO POR ANTIBIOTICOS DEL GRUPO DE LA TETRACICLINA
9605;ENVENENAMIENTO POR ANTIBIOTICOS DEL GRUPO DE CEFALOSPORINA
9605;ENVENENAMIENTO POR ANTIBIOTICOS DEL GRUPO DE CEFALOSPORINA
9606;ENVENENAMIENTO POR ANTIBIOTICOS ACCION SOBRE MICOBACTERIAS
9606;ENVENENAMIENTO POR ANTIBIOTICOS ACCION SOBRE MICOBACTERIAS
9606;ENVENENAMIENTO POR ANTIBIOTICOS ACCION SOBRE MICOBACTERIAS
9606;ENVENENAMIENTO POR ANTIBIOTICOS ACCION SOBRE MICOBACTERIAS
9606;ENVENENAMIENTO POR ANTIBIOTICOS ACCION SOBRE MICOBACTERIAS
9607;ENVENENAMIENTO POR ANTIBIOTICOS ANTINEOPLASICOS
9608;ENVENENAMIENTO POR OTROS ANTIBIOTICOS
9608;ENVENENAMIENTO POR OTROS ANTIBIOTICOS
9608;ENVENENAMIENTO POR OTROS ANTIBIOTICOS
9608;ENVENENAMIENTO POR OTROS ANTIBIOTICOS
9608;ENVENENAMIENTO POR OTROS ANTIBIOTICOS
9608;ENVENENAMIENTO POR OTROS ANTIBIOTICOS
9609;ENVENENAMIENTO POR ANTIBIOTICOS SIN ESPECIFICACION
9610;ENVENENAMIENTO POR SULFONAMIDAS
9610;ENVENENAMIENTO POR SULFONAMIDAS
9611;ENVENENAMIENTO POR ANTIINFECCIOSOS ARSENICALES
9611;ENVENENAMIENTO POR ANTIINFECCIOSOS ARSENICALES
9612;ENVENENAMIENTO POR METALES PESADOS ANTIINFECCIOSOS
9612;ENVENENAMIENTO POR METALES PESADOS ANTIINFECCIOSOS
9612;ENVENENAMIENTO POR METALES PESADOS ANTIINFECCIOSOS
9613;ENVENENAMIENTO POR DERIVADOS DE QUINOLINA,HIDROXIQUINOLINA
9613;ENVENENAMIENTO POR DERIVADOS DE QUINOLINA,HIDROXIQUINOLINA
9613;ENVENENAMIENTO POR DERIVADOS DE QUINOLINA,HIDROXIQUINOLINA
9614;ENVENENAMIENTO POR ANTIPALUDICOS Y DR.A.C.PROTOZOOS HEMATICO
9614;ENVENENAMIENTO POR ANTIPALUDICOS Y DR.A.C.PROTOZOOS HEMATICO
9615;ENVENENAMIENTO POR OTROS DROGAS ANTIPROTOZOARIAS
9616;ENVENENAMIENTO POR ANTIHELMINTICOS
9616;ENVENENAMIENTO POR ANTIHELMINTICOS
9616;ENVENENAMIENTO POR ANTIHELMINTICOS
9617;ENVENENAMIENTO POR DROGAS ANTIVIRICAS
9618;ENVENENAMIENTO POR OTRAS DROGAS ACCION SOBRE MICOBACTERIAS
9618;ENVENENAMIENTO POR OTRAS DROGAS ACCION SOBRE MICOBACTERIAS
9618;ENVENENAMIENTO POR OTRAS DROGAS ACCION SOBRE MICOBACTERIAS
9619;ENVENENAMIENTO POR OTROS ANTIINFECCIOSOS Y LOS NO ESPECIF.
9619;ENVENENAMIENTO POR OTROS ANTIINFECCIOSOS Y LOS NO ESPECIF.
9619;ENVENENAMIENTO POR OTROS ANTIINFECCIOSOS Y LOS NO ESPECIF.
9619;ENVENENAMIENTO POR OTROS ANTIINFECCIOSOS Y LOS NO ESPECIF.
9619;ENVENENAMIENTO POR OTROS ANTIINFECCIOSOS Y LOS NO ESPECIF.
9619;ENVENENAMIENTO POR OTROS ANTIINFECCIOSOS Y LOS NO ESPECIF.
9619;ENVENENAMIENTO POR OTROS ANTIINFECCIOSOS Y LOS NO ESPECIF.
9619;ENVENENAMIENTO POR OTROS ANTIINFECCIOSOS Y LOS NO ESPECIF.
9620;ENVENAMIENTO POR ESTEROIDES CORTICOSIPRARRENALES
9620;ENVENAMIENTO POR ESTEROIDES CORTICOSIPRARRENALES
9620;ENVENAMIENTO POR ESTEROIDES CORTICOSIPRARRENALES
9621;ENVENAMIENTO POR ANDROGENOS Y CONGENERES ANABOLICOS
9621;ENVENAMIENTO POR ANDROGENOS Y CONGENERES ANABOLICOS
9622;ENVENENAMIENTO POR HORMONAS OVARICAS Y SUSTITUTOS SINTETICOS
9622;ENVENENAMIENTO POR HORMONAS OVARICAS Y SUSTITUTOS SINTETICOS
9622;ENVENENAMIENTO POR HORMONAS OVARICAS Y SUSTITUTOS SINTETICOS
9622;ENVENENAMIENTO POR HORMONAS OVARICAS Y SUSTITUTOS SINTETICOS
9622;ENVENENAMIENTO POR HORMONAS OVARICAS Y SUSTITUTOS SINTETICOS
9623;ENVENENAMIENTO POR INSULINAS Y OTROS AGENTES ANTIDIABETICOS
9624;ENVENENAMIENTO POR HORMONA HIPOFISARIA ANTERIOR
9625;ENVENENAMIENTO POR HORMONA HIPOFISARIA POSTERIOR
9626;ENVENAMIENTO POR PARATIROIDES Y DERIVADOS
9627;ENVENAMIENTO POR TIROIDES Y DERIVADOS
9628;ENVENAMIENTO POR AGENTES ANTITIROIDEOS
9629;ENVENAMIENTO POR OTRAS HORMONAS Y SUSTITUTOS SINTETICOS
9629;ENVENAMIENTO POR OTRAS HORMONAS Y SUSTITUTOS SINTETICOS
9629;ENVENAMIENTO POR OTRAS HORMONAS Y SUSTITUTOS SINTETICOS
9629;ENVENAMIENTO POR OTRAS HORMONAS Y SUSTITUTOS SINTETICOS
9629;ENVENAMIENTO POR OTRAS HORMONAS Y SUSTITUTOS SINTETICOS
9629;ENVENAMIENTO POR OTRAS HORMONAS Y SUSTITUTOS SINTETICOS
9629;ENVENAMIENTO POR OTRAS HORMONAS Y SUSTITUTOS SINTETICOS
9629;ENVENAMIENTO POR OTRAS HORMONAS Y SUSTITUTOS SINTETICOS
9630;ENVENENAMIENTO POR DROGAS ANTIALERGICAS Y ANTIEMETICAS
9630;ENVENENAMIENTO POR DROGAS ANTIALERGICAS Y ANTIEMETICAS
9631;ENVENENAMIENTO POR DROGAS ANTINEOPLASICAS Y SUPRES.INMUNIDAD
9631;ENVENENAMIENTO POR DROGAS ANTINEOPLASICAS Y SUPRES.INMUNIDAD
9632;ENVENENAMIENTO POR AGENTES ACIDIFICANTES
9632;ENVENENAMIENTO POR AGENTES ACIDIFICANTES
9632;ENVENENAMIENTO POR AGENTES ACIDIFICANTES
9632;ENVENENAMIENTO POR AGENTES ACIDIFICANTES
9633;ENVENENAMIENTO POR AGENTES ALCALINIZANTES
9633;ENVENENAMIENTO POR AGENTES ALCALINIZANTES
9633;ENVENENAMIENTO POR AGENTES ALCALINIZANTES
9633;ENVENENAMIENTO POR AGENTES ALCALINIZANTES
9634;ENVENENAMIENTO POR ENZIMAS NO CLASIFICADAS EN OTRA PARTE
9634;ENVENENAMIENTO POR ENZIMAS NO CLASIFICADAS EN OTRA PARTE
9634;ENVENENAMIENTO POR ENZIMAS NO CLASIFICADAS EN OTRA PARTE
9634;ENVENENAMIENTO POR ENZIMAS NO CLASIFICADAS EN OTRA PARTE
9635;ENVENENAMIENTO POR VITAMINAS NO CLASIFICADAS EN OTRA PARTE
9635;ENVENENAMIENTO POR VITAMINAS NO CLASIFICADAS EN OTRA PARTE
9635;ENVENENAMIENTO POR VITAMINAS NO CLASIFICADAS EN OTRA PARTE
9638;ENVENENAMIENTO POR OTROS AGENTES DE ACCION PRINCIP. GENERAL
9638;ENVENENAMIENTO POR OTROS AGENTES DE ACCION PRINCIP. GENERAL
9639;ENVENENAMIENTO POR AGENTES ACCION PRINCIP.GENERAL SIN ESPECI
9640;ENVENENAMIENTO POR EL HIERRO Y SUS COMPUESTOS
9640;ENVENENAMIENTO POR EL HIERRO Y SUS COMPUESTOS
9641;ENVENENAMIENTO POR PREPARADOS P.HIGADO Y O.AG.ANTIANEMICOS
9641;ENVENENAMIENTO POR PREPARADOS P.HIGADO Y O.AG.ANTIANEMICOS
